"GHO","PUBLISHSTATE","YEAR","REGION","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE95-99","FMLE","3146.1","3146.12800","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE1-4","BTSX","0.023499","0.02350","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE30-34","BTSX","458123.9","458123.90000","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE85-89","FMLE","56832.9","56832.92000","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE85-89","FMLE","0.547196","0.54720","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE15-19","BTSX","470525.7","470525.70000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE80-84","MLE","0.500948","0.50095","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE60-64","FMLE","0.020834","0.02083","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE70-74","FMLE","289569","289569.00000","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE60-64","FMLE","6682","6682.02400","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE95-99","FMLE","3.4","3.38590","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE65-69","MLE","262537.8","262537.80000","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE1-4","MLE","0.032725","0.03273","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE20-24","BTSX","788.9","788.93720","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE15-19","MLE","0.001236","0.00124","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE65-69","BTSX","0.033334","0.03333","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE60-64","MLE","67219.8","67219.82000","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE90-94","MLE","3.7","3.74286","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE75-79","FMLE","15290.1","15290.07000","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE50-54","MLE","380892.8","380892.80000","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE100PLUS","FMLE","2148","2148.01100","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE5-9","MLE","502.8","502.78250","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE10-14","FMLE","0.000765","0.00077","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE55-59","FMLE","414052","414052.00000","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGELT1","FMLE","0.03941","0.03941","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE45-49","BTSX","0.02736","0.02736","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE35-39","MLE","3312001","3312001.00000","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE75-79","MLE","0.363279","0.36328","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE95-99","BTSX","2818.4","2818.41500","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGELT1","FMLE","6970299","6970299.00000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE60-64","BTSX","0.117468","0.11747","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE1-4","FMLE","6844555","6844555.00000","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE100PLUS","FMLE","2209.3","2209.25300","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE60-64","BTSX","366680.8","366680.80000","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE30-34","FMLE","92021.4","92021.43000","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGE60-64","FMLE","7244.8","7244.81400","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE75-79","BTSX","188174.4","188174.40000","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGELT1","FMLE","0.084586","0.08459","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE65-69","BTSX","14.1","14.06881","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGELT1","MLE","95627.6","95627.60000","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE10-14","BTSX","0.003949","0.00395","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE5-9","BTSX","63.6","63.57645","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE15-19","BTSX","0.001263","0.00126","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE45-49","FMLE","29.5","29.49086","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE55-59","FMLE","0.0102","0.01020","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE80-84","MLE","6.4","6.44779","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE90-94","FMLE","4.3","4.27025","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE85-89","MLE","4.9","4.85910","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE10-14","FMLE","0.001525","0.00153","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE35-39","BTSX","38.3","38.31867","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE25-29","FMLE","0.003101","0.00310","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE90-94","BTSX","22426.5","22426.47000","","",""
"LIFE_0000000032","PUBLISHED","1990","SEAR","AGE20-24","MLE","1113.9","1113.89400","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGE75-79","FMLE","14228","14227.98000","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE45-49","MLE","2963.7","2963.69200","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE1-4","MLE","67.6","67.59612","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE40-44","FMLE","0.002867","0.00287","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE20-24","BTSX","49.9","49.89461","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE100PLUS","MLE","2.7","2.66562","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE70-74","BTSX","10","9.95640","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE35-39","MLE","0.004398","0.00440","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE45-49","BTSX","405395.6","405395.60000","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE40-44","BTSX","2723958","2723958.00000","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE35-39","FMLE","0.011271","0.01127","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE25-29","MLE","0.01416","0.01416","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE95-99","FMLE","2032","2032.04900","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE95-99","FMLE","10684.8","10684.85000","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE80-84","MLE","5.9","5.88198","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE1-4","MLE","64.7","64.71397","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE35-39","FMLE","0.003004","0.00300","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE5-9","BTSX","5452580","5452580.00000","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE5-9","BTSX","0.005058","0.00506","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE90-94","FMLE","38641.3","38641.29000","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE65-69","MLE","12","12.03091","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE70-74","FMLE","11.7","11.74786","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE1-4","BTSX","96215.9","96215.85000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE15-19","FMLE","0.009155","0.00916","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE75-79","FMLE","462541.2","462541.20000","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE60-64","FMLE","66673.1","66673.09000","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE65-69","BTSX","68759.3","68759.34000","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE85-89","FMLE","11034.8","11034.76000","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE55-59","BTSX","396770.3","396770.30000","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE10-14","BTSX","433762.1","433762.10000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE30-34","FMLE","0.013001","0.01300","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE75-79","BTSX","0.07874","0.07874","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE80-84","BTSX","0.127786","0.12779","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE60-64","MLE","0.029145","0.02915","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE95-99","FMLE","8297.4","8297.36500","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE100PLUS","BTSX","2.5","2.52903","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE45-49","FMLE","2189896","2189896.00000","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE25-29","FMLE","45.5","45.45490","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE95-99","MLE","3.4","3.36466","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE20-24","BTSX","85514.3","85514.31000","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE50-54","MLE","78380.5","78380.52000","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE20-24","BTSX","4854633","4854633.00000","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE50-54","MLE","1994223","1994223.00000","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE35-39","FMLE","38.4","38.35345","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE75-79","BTSX","14669.9","14669.88000","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE1-4","BTSX","63.4","63.39066","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE5-9","MLE","438963","438963.00000","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE40-44","BTSX","395095.2","395095.20000","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE5-9","MLE","0.001031","0.00103","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE15-19","FMLE","588.9","588.91110","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGE65-69","FMLE","9948.4","9948.38400","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE5-9","MLE","0.011888","0.01189","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE10-14","MLE","59.4","59.38203","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE95-99","BTSX","2392","2392.02000","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE1-4","MLE","91327.2","91327.17000","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE5-9","MLE","64.2","64.21700","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE30-34","MLE","83522.3","83522.26000","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE55-59","BTSX","0.084556","0.08456","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE20-24","MLE","465967.1","465967.10000","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE30-34","MLE","3747969","3747969.00000","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE60-64","FMLE","1090131","1090131.00000","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE65-69","FMLE","270318.5","270318.50000","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE95-99","MLE","3899.5","3899.53000","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE25-29","FMLE","0.008413","0.00841","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE25-29","BTSX","418542.8","418542.80000","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE60-64","BTSX","0.028278","0.02828","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE85-89","BTSX","0.563543","0.56354","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE95-99","FMLE","0.789896","0.78990","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE70-74","BTSX","0.276819","0.27682","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE45-49","BTSX","0.007711","0.00771","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE25-29","MLE","1022.7","1022.71100","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE50-54","BTSX","74951.9","74951.95000","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE95-99","FMLE","2348","2347.99600","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE45-49","BTSX","2593478","2593478.00000","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE1-4","MLE","5734706","5734706.00000","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE45-49","FMLE","0.004172","0.00417","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE1-4","BTSX","0.002603","0.00260","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGE80-84","FMLE","13162.4","13162.42000","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE10-14","FMLE","0.007596","0.00760","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE35-39","MLE","1668.3","1668.25600","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE80-84","BTSX","0.479912","0.47991","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE15-19","FMLE","0.002364","0.00236","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE20-24","FMLE","467202.6","467202.60000","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGELT1","BTSX","0.037841","0.03784","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE45-49","MLE","427778.3","427778.30000","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE15-19","MLE","451069.9","451069.90000","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE35-39","FMLE","0.011036","0.01104","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE85-89","FMLE","15342.8","15342.81000","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE10-14","MLE","91081.8","91081.78000","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGE20-24","MLE","1038","1037.96400","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE10-14","BTSX","59.1","59.11578","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE10-14","FMLE","349","349.02780","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE70-74","BTSX","0.058576","0.05858","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE85-89","BTSX","0.174756","0.17476","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE75-79","BTSX","7.8","7.78728","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE5-9","BTSX","66","65.96671","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE60-64","MLE","935224.9","935224.90000","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE60-64","BTSX","69997.7","69997.68000","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE25-29","MLE","4231230","4231230.00000","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE50-54","FMLE","2320918","2320918.00000","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE20-24","FMLE","0.007858","0.00786","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE75-79","BTSX","392920.4","392920.40000","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGELT1","MLE","6162803","6162803.00000","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGELT1","FMLE","0.079858","0.07986","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE55-59","MLE","79746","79745.99000","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE50-54","MLE","0.012292","0.01229","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE50-54","MLE","4235.2","4235.19400","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE40-44","MLE","89062.8","89062.84000","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE55-59","MLE","18.2","18.22272","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE5-9","MLE","62","62.02343","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE50-54","FMLE","0.030105","0.03011","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE40-44","FMLE","394473.4","394473.40000","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE85-89","FMLE","70952.9","70952.90000","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE90-94","BTSX","0.665625","0.66563","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE80-84","MLE","64465.7","64465.74000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE60-64","MLE","0.136273","0.13627","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE85-89","BTSX","16390.4","16390.41000","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE30-34","BTSX","456771.5","456771.50000","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE50-54","FMLE","1806054","1806054.00000","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE1-4","FMLE","0.012118","0.01212","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE90-94","MLE","12179.8","12179.85000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE20-24","FMLE","0.011887","0.01189","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE80-84","FMLE","247369.6","247369.60000","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE25-29","BTSX","0.0095","0.00950","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE15-19","MLE","596.7","596.71080","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE40-44","BTSX","80048.2","80048.23000","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE100PLUS","FMLE","2148","2148.01100","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE25-29","FMLE","0.002488","0.00249","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE15-19","BTSX","0.001224","0.00122","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE45-49","FMLE","89188.9","89188.90000","","",""
"LIFE_0000000032","PUBLISHED","1990","SEAR","AGE20-24","BTSX","1195.4","1195.37200","","",""
"LIFE_0000000032","PUBLISHED","1990","SEAR","AGE100PLUS","MLE","213.8","213.75830","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE80-84","BTSX","0.116987","0.11699","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE15-19","FMLE","54.1","54.12202","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGE35-39","MLE","1885.6","1885.59700","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE100PLUS","BTSX","2.6","2.63324","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE30-34","FMLE","41.1","41.12551","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE20-24","FMLE","4235881","4235881.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE25-29","BTSX","84318.9","84318.94000","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE95-99","MLE","3.4","3.37469","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE100PLUS","FMLE","1","1.00000","","",""
"LIFE_0000000034","PUBLISHED","2012","SEAR","AGE65-69","FMLE","1094688","1094688.00000","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE70-74","BTSX","58060.5","58060.52000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGELT1","BTSX","0.061305","0.06131","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE85-89","MLE","13178.4","13178.40000","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE1-4","FMLE","93994.9","93994.89000","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE5-9","BTSX","61.8","61.80790","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE80-84","FMLE","23070.5","23070.46000","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE5-9","BTSX","95220.3","95220.30000","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE10-14","MLE","0.000793","0.00079","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE55-59","FMLE","0.010086","0.01009","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE15-19","MLE","54.6","54.61436","","",""
"LIFE_0000000033","PUBLISHED","1990","SEAR","AGE70-74","FMLE","213329.7","213329.70000","","",""
"LIFE_0000000032","PUBLISHED","1990","SEAR","AGE45-49","FMLE","2456.7","2456.72100","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE80-84","FMLE","139416.8","139416.80000","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE60-64","BTSX","17.4","17.40372","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE10-14","FMLE","94512.1","94512.12000","","",""
"LIFE_0000000030","PUBLISHED","2000","SEAR","AGE80-84","FMLE","0.461755","0.46176","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE15-19","FMLE","0.006255","0.00626","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE45-49","MLE","86944.9","86944.88000","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE85-89","MLE","49854.5","49854.53000","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE25-29","FMLE","92802.1","92802.13000","","",""
"LIFE_0000000034","PUBLISHED","2000","SEAR","AGE45-49","FMLE","2451590","2451590.00000","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE50-54","BTSX","2158932","2158932.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","SEAR","AGE95-99","FMLE","1351","1351.01200","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE75-79","FMLE","42733.2","42733.20000","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE35-39","BTSX","3490398","3490398.00000","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGE50-54","FMLE","0.006181","0.00618","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE25-29","MLE","0.014211","0.01421","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE30-34","FMLE","0.009287","0.00929","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE45-49","BTSX","29.5","29.45865","","",""
"LIFE_0000000029","PUBLISHED","2000","SEAR","AGE100PLUS","FMLE","0.383431","0.38343","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE30-34","BTSX","42.9","42.85915","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE60-64","MLE","0.03189","0.03189","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE30-34","MLE","0.003458","0.00346","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE45-49","MLE","2997.9","2997.87800","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE45-49","MLE","0.008996","0.00900","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE1-4","FMLE","381721.3","381721.30000","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGE25-29","FMLE","47.3","47.26348","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE75-79","BTSX","186307.3","186307.30000","","",""
"LIFE_0000000030","PUBLISHED","2012","SEAR","AGE5-9","BTSX","0.005212","0.00521","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE40-44","MLE","0.030408","0.03041","","",""
"LIFE_0000000034","PUBLISHED","2013","SEAR","AGE65-69","BTSX","973380","973380.00000","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE85-89","FMLE","5.5","5.46901","","",""
"LIFE_0000000032","PUBLISHED","2013","SEAR","AGE75-79","BTSX","14737.6","14737.61000","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGE85-89","FMLE","8871.9","8871.91800","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGE10-14","MLE","59.5","59.53624","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE65-69","FMLE","305021","305021.00000","","",""
"LIFE_0000000035","PUBLISHED","2013","SEAR","AGELT1","MLE","66","65.96378","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE80-84","FMLE","108785.6","108785.60000","","",""
"LIFE_0000000029","PUBLISHED","2012","SEAR","AGELT1","BTSX","0.040189","0.04019","","",""
"LIFE_0000000033","PUBLISHED","2013","SEAR","AGE70-74","BTSX","259821.2","259821.20000","","",""
"LIFE_0000000029","PUBLISHED","1990","SEAR","AGE5-9","FMLE","0.002856","0.00286","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGE25-29","MLE","1257.1","1257.07700","","",""
"LIFE_0000000032","PUBLISHED","2000","SEAR","AGE100PLUS","FMLE","468.5","468.53370","","",""
"LIFE_0000000031","PUBLISHED","2012","SEAR","AGE85-89","FMLE","20102.2","20102.22000","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE10-14","BTSX","61.3","61.29964","","",""
"LIFE_0000000029","PUBLISHED","2013","SEAR","AGE60-64","FMLE","0.017255","0.01726","","",""
"LIFE_0000000035","PUBLISHED","2012","SEAR","AGE25-29","BTSX","47.3","47.30495","","",""
"LIFE_0000000035","PUBLISHED","1990","SEAR","AGE60-64","MLE","14.9","14.89505","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE65-69","BTSX","61775.2","61775.21000","","",""
"LIFE_0000000031","PUBLISHED","2013","SEAR","AGE60-64","MLE","73690.9","73690.88000","","",""
"LIFE_0000000031","PUBLISHED","2000","SEAR","AGE30-34","MLE","87522","87521.98000","","",""
"LIFE_0000000034","PUBLISHED","1990","SEAR","AGE25-29","FMLE","3813136","3813136.00000","","",""
"LIFE_0000000030","PUBLISHED","2013","SEAR","AGE55-59","FMLE","0.04928","0.04928","","",""
"LIFE_0000000032","PUBLISHED","2012","SEAR","AGE40-44","BTSX","1731","1731.00600","","",""
"LIFE_0000000035","PUBLISHED","2000","SEAR","AGELT1","MLE","61.6","61.62803","","",""
"LIFE_0000000033","PUBLISHED","2012","SEAR","AGE100PLUS","MLE","1261.2","1261.24500","","",""
"LIFE_0000000033","PUBLISHED","2000","SEAR","AGE55-59","BTSX","365012","365012.00000","","",""
"LIFE_0000000030","PUBLISHED","1990","SEAR","AGE100PLUS","MLE","1","1.00000","","",""
