"GHO","PUBLISHSTATE","YEAR","REGION","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE55-59","FMLE","3448","3447.97300","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGE25-29","MLE","451.6","451.57260","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE75-79","FMLE","57946.7","57946.73000","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE65-69","FMLE","0.102469","0.10247","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE10-14","BTSX","0.000311","0.00031","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE45-49","FMLE","90454.8","90454.82000","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE1-4","FMLE","0.006946","0.00695","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGELT1","BTSX","96378","96378.04000","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE55-59","FMLE","2473220","2473220.00000","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE40-44","MLE","0.002125","0.00213","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE90-94","MLE","14566.9","14566.85000","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE70-74","FMLE","0.036972","0.03697","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE95-99","MLE","1032.5","1032.49700","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE100PLUS","MLE","1029.7","1029.72400","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE25-29","BTSX","486254.6","486254.60000","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE30-34","MLE","96733.5","96733.50000","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE35-39","MLE","0.006842","0.00684","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE20-24","BTSX","5630784","5630784.00000","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE35-39","BTSX","4172248","4172248.00000","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE55-59","FMLE","89715.8","89715.77000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE60-64","BTSX","18.4","18.44338","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGELT1","FMLE","98890","98890.00000","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE25-29","BTSX","52.9","52.87364","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE60-64","MLE","17.8","17.82925","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE10-14","BTSX","67.4","67.44764","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE35-39","MLE","628.6","628.55510","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE20-24","MLE","376.8","376.78090","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE100PLUS","FMLE","0.476573","0.47657","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGE1-4","FMLE","256.4","256.37260","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGELT1","BTSX","72.3","72.31027","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE10-14","MLE","0.000758","0.00076","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE75-79","MLE","8.6","8.55700","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE25-29","BTSX","463179.4","463179.40000","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE1-4","BTSX","7133582","7133582.00000","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE35-39","BTSX","482626","482626.00000","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE1-4","MLE","393743.8","393743.80000","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE45-49","MLE","0.016175","0.01618","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE80-84","FMLE","0.087948","0.08795","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE40-44","BTSX","38.5","38.47956","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE50-54","BTSX","87307.4","87307.45000","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE30-34","BTSX","4670854","4670854.00000","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE25-29","BTSX","601.3","601.34570","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE70-74","BTSX","11635.4","11635.45000","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE1-4","FMLE","0.003072","0.00307","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE100PLUS","MLE","495","495.03800","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE60-64","BTSX","0.017185","0.01719","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE5-9","MLE","70.4","70.38751","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE1-4","MLE","95733.9","95733.91000","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE20-24","FMLE","98005.6","98005.63000","","",""
"LIFE_0000000031","PUBLISHED","2013","WPR","AGE75-79","BTSX","63761.8","63761.79000","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE35-39","BTSX","0.008742","0.00874","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE95-99","FMLE","0.83685","0.83685","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE45-49","FMLE","461909.3","461909.30000","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE55-59","MLE","0.00902","0.00902","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE65-69","MLE","0.116038","0.11604","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE35-39","FMLE","43.6","43.57332","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGELT1","FMLE","0.037578","0.03758","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE25-29","FMLE","5069758","5069758.00000","","",""
"LIFE_0000000031","PUBLISHED","2013","WPR","AGE100PLUS","FMLE","1823.3","1823.27300","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE10-14","BTSX","98182.9","98182.91000","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE90-94","BTSX","11920.5","11920.50000","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE40-44","MLE","3513756","3513756.00000","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE85-89","FMLE","180379.3","180379.30000","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE80-84","BTSX","0.402437","0.40244","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE45-49","FMLE","0.003412","0.00341","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE40-44","FMLE","686.8","686.77070","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGELT1","BTSX","100000","100000.00000","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE1-4","BTSX","393897.5","393897.50000","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE1-4","MLE","0.00073","0.00073","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE30-34","MLE","467305.7","467305.70000","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE20-24","BTSX","0.000709","0.00071","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE25-29","MLE","4605009","4605009.00000","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE100PLUS","BTSX","1","1.00000","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE80-84","MLE","17681.8","17681.83000","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGE5-9","BTSX","186.4","186.44030","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE85-89","MLE","0.1929","0.19290","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE15-19","BTSX","0.002488","0.00249","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE95-99","BTSX","2350.1","2350.07300","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE70-74","BTSX","13.3","13.29094","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE25-29","BTSX","97437.4","97437.45000","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE15-19","FMLE","354.7","354.66650","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE25-29","MLE","47.3","47.32601","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE45-49","BTSX","2956297","2956297.00000","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE50-54","BTSX","0.004487","0.00449","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE10-14","FMLE","472563.3","472563.30000","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGE45-49","FMLE","1058.2","1058.16100","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE60-64","BTSX","1628047","1628047.00000","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE40-44","BTSX","36.8","36.78085","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE55-59","BTSX","23.5","23.48669","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE50-54","FMLE","94814.2","94814.21000","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE40-44","FMLE","0.011612","0.01161","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE95-99","FMLE","4042.1","4042.12700","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE100PLUS","BTSX","0.446587","0.44659","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE20-24","FMLE","489785.3","489785.30000","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE70-74","FMLE","0.128332","0.12833","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE65-69","BTSX","368004","368004.00000","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE5-9","BTSX","0.001029","0.00103","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE1-4","FMLE","1173.5","1173.46500","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE25-29","FMLE","0.006043","0.00604","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE70-74","BTSX","12631.4","12631.43000","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE85-89","BTSX","12676.9","12676.86000","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE15-19","FMLE","6345341","6345341.00000","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE60-64","BTSX","0.012338","0.01234","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE95-99","FMLE","3440","3439.97700","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE90-94","MLE","17408.1","17408.12000","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE55-59","BTSX","0.036118","0.03612","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE45-49","BTSX","0.002723","0.00272","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE70-74","FMLE","10154.6","10154.62000","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGELT1","BTSX","0.028379","0.02838","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE100PLUS","FMLE","4933.7","4933.65800","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE45-49","FMLE","92997.4","92997.43000","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE40-44","MLE","3203783","3203783.00000","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE65-69","FMLE","0.076916","0.07692","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE75-79","BTSX","279944.8","279944.80000","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE25-29","BTSX","4588103","4588103.00000","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE70-74","BTSX","997364.2","997364.20000","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE30-34","BTSX","459596.4","459596.40000","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE5-9","FMLE","482937.4","482937.40000","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE90-94","MLE","29595.6","29595.58000","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE1-4","BTSX","0.001819","0.00182","","",""
"LIFE_0000000031","PUBLISHED","2013","WPR","AGE100PLUS","MLE","445.4","445.39530","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE85-89","BTSX","30431","30430.97000","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE60-64","MLE","388857.2","388857.20000","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE15-19","BTSX","0.004572","0.00457","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGELT1","FMLE","74.8","74.79684","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE5-9","BTSX","7118966","7118966.00000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE45-49","FMLE","32.8","32.83459","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE65-69","MLE","0.029809","0.02981","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE70-74","FMLE","320674.4","320674.40000","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGELT1","BTSX","98831.6","98831.58000","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE25-29","BTSX","0.003612","0.00361","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE90-94","MLE","0.775026","0.77503","","",""
"LIFE_0000000031","PUBLISHED","2013","WPR","AGE50-54","BTSX","94119.7","94119.70000","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE25-29","MLE","460397.5","460397.50000","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE15-19","FMLE","0.003758","0.00376","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE10-14","MLE","469103","469103.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE100PLUS","BTSX","374.4","374.37300","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE25-29","BTSX","0.006327","0.00633","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE45-49","FMLE","0.011037","0.01104","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE10-14","FMLE","94645","94645.05000","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE65-69","FMLE","0.015991","0.01599","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGELT1","BTSX","1357.8","1357.75900","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGE90-94","MLE","7908.7","7908.69800","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE80-84","BTSX","7.7","7.67806","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGELT1","FMLE","100000","100000.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE50-54","MLE","85829.6","85829.56000","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE5-9","MLE","6246949","6246949.00000","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE85-89","BTSX","173642.4","173642.40000","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE75-79","FMLE","661984.5","661984.50000","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE85-89","MLE","0.56455","0.56455","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE50-54","BTSX","26.6","26.55855","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE20-24","MLE","0.003857","0.00386","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE25-29","FMLE","5352189","5352189.00000","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE55-59","BTSX","1888989","1888989.00000","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE10-14","FMLE","6823445","6823445.00000","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE20-24","FMLE","59.6","59.60410","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE55-59","BTSX","84424.5","84424.45000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE75-79","FMLE","9.7","9.72185","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE1-4","BTSX","703.6","703.63390","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE80-84","BTSX","15503.3","15503.33000","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE70-74","FMLE","0.032301","0.03230","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGELT1","FMLE","7808849","7808849.00000","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE1-4","BTSX","98642.2","98642.24000","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE80-84","BTSX","371213.4","371213.40000","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE75-79","BTSX","0.296598","0.29660","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE35-39","BTSX","3884975","3884975.00000","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE1-4","FMLE","394424","394424.00000","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE40-44","MLE","0.002022","0.00202","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE90-94","BTSX","0.733859","0.73386","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE15-19","BTSX","0.002365","0.00237","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE65-69","MLE","0.139123","0.13912","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE30-34","FMLE","50","49.99799","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE95-99","BTSX","16015.1","16015.08000","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE30-34","FMLE","0.006907","0.00691","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE20-24","FMLE","5854422","5854422.00000","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE70-74","MLE","0.049091","0.04909","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE15-19","FMLE","64.6","64.57066","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE100PLUS","MLE","445.4","445.39530","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGELT1","FMLE","97651.9","97651.90000","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE20-24","FMLE","509.9","509.93910","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE5-9","BTSX","188.3","188.28630","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE90-94","BTSX","8508.7","8508.67700","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE40-44","MLE","36.7","36.68642","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE15-19","MLE","0.002926","0.00293","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE5-9","FMLE","7329441","7329441.00000","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE80-84","BTSX","41162.8","41162.79000","","",""
"LIFE_0000000032","PUBLISHED","2013","WPR","AGE30-34","FMLE","340","340.00210","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE50-54","FMLE","0.005266","0.00527","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE40-44","MLE","34.8","34.81104","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGELT1","FMLE","7179485","7179485.00000","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE70-74","MLE","0.242574","0.24257","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE60-64","MLE","1661250","1661250.00000","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE70-74","MLE","12.1","12.09318","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE1-4","BTSX","95975.6","95975.60000","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE35-39","BTSX","0.005822","0.00582","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE65-69","MLE","69584.5","69584.52000","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGELT1","BTSX","7611975","7611975.00000","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE20-24","MLE","0.000827","0.00083","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE65-69","MLE","380561.9","380561.90000","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE75-79","FMLE","0.045435","0.04544","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE90-94","MLE","0.296487","0.29649","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE80-84","MLE","164592.3","164592.30000","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE95-99","MLE","6280.7","6280.74100","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE45-49","BTSX","32.2","32.22573","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE45-49","MLE","90574.4","90574.45000","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE55-59","MLE","4550.2","4550.15300","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE100PLUS","MLE","0.432539","0.43254","","",""
"LIFE_0000000033","PUBLISHED","2013","WPR","AGE100PLUS","BTSX","3069.9","3069.94200","","",""
"LIFE_0000000029","PUBLISHED","2012","WPR","AGE55-59","BTSX","0.007394","0.00739","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE95-99","BTSX","0.758942","0.75894","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE5-9","BTSX","277.7","277.73030","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE100PLUS","FMLE","4933.7","4933.65800","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE85-89","FMLE","137711.6","137711.60000","","",""
"LIFE_0000000030","PUBLISHED","1990","WPR","AGE65-69","BTSX","0.127618","0.12762","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE5-9","BTSX","0.000577","0.00058","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE80-84","FMLE","16921.5","16921.48000","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE10-14","FMLE","481894.8","481894.80000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE90-94","MLE","3.2","3.16480","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE55-59","BTSX","24.8","24.79032","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE50-54","FMLE","2944549","2944549.00000","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGE65-69","MLE","9309.4","9309.44300","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE35-39","BTSX","0.001119","0.00112","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE45-49","BTSX","0.01353","0.01353","","",""
"LIFE_0000000030","PUBLISHED","2013","WPR","AGE60-64","BTSX","0.059962","0.05996","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGELT1","FMLE","78.1","78.08849","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE20-24","FMLE","95980.6","95980.61000","","",""
"LIFE_0000000034","PUBLISHED","1990","WPR","AGE30-34","BTSX","4124923","4124923.00000","","",""
"LIFE_0000000035","PUBLISHED","2012","WPR","AGE85-89","BTSX","5.7","5.70611","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE25-29","MLE","92454.1","92454.12000","","",""
"LIFE_0000000031","PUBLISHED","2013","WPR","AGE65-69","FMLE","86528.2","86528.23000","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE100PLUS","MLE","0.491302","0.49130","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE80-84","BTSX","196091.7","196091.70000","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE30-34","FMLE","540.5","540.47760","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE35-39","BTSX","0.001756","0.00176","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE5-9","FMLE","492090.7","492090.70000","","",""
"LIFE_0000000030","PUBLISHED","2000","WPR","AGE55-59","FMLE","0.033322","0.03332","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE45-49","FMLE","0.00285","0.00285","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE90-94","FMLE","0.200286","0.20029","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE10-14","BTSX","6627232","6627232.00000","","",""
"LIFE_0000000031","PUBLISHED","2000","WPR","AGE50-54","FMLE","91681","91681.02000","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE5-9","BTSX","72.3","72.31361","","",""
"LIFE_0000000032","PUBLISHED","2000","WPR","AGE70-74","MLE","13981.3","13981.29000","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE75-79","BTSX","51017.1","51017.05000","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE85-89","BTSX","11552","11551.98000","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE100PLUS","MLE","2","2.03541","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE70-74","BTSX","13080.1","13080.05000","","",""
"LIFE_0000000035","PUBLISHED","2013","WPR","AGE80-84","BTSX","7.7","7.66147","","",""
"LIFE_0000000035","PUBLISHED","2000","WPR","AGE35-39","BTSX","41.4","41.43858","","",""
"LIFE_0000000034","PUBLISHED","2012","WPR","AGE30-34","FMLE","4864339","4864339.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE90-94","BTSX","8830.2","8830.19000","","",""
"LIFE_0000000034","PUBLISHED","2013","WPR","AGE70-74","BTSX","1002100","1002100.00000","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE95-99","FMLE","14893.8","14893.81000","","",""
"LIFE_0000000031","PUBLISHED","2012","WPR","AGE100PLUS","MLE","440.2","440.18380","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE85-89","BTSX","0.164418","0.16442","","",""
"LIFE_0000000031","PUBLISHED","1990","WPR","AGE30-34","FMLE","92947.4","92947.39000","","",""
"LIFE_0000000035","PUBLISHED","1990","WPR","AGE20-24","MLE","52","51.95961","","",""
"LIFE_0000000030","PUBLISHED","2012","WPR","AGE35-39","FMLE","0.004767","0.00477","","",""
"LIFE_0000000032","PUBLISHED","1990","WPR","AGE10-14","FMLE","268","267.96860","","",""
"LIFE_0000000034","PUBLISHED","2000","WPR","AGE40-44","BTSX","3418155","3418155.00000","","",""
"LIFE_0000000033","PUBLISHED","2000","WPR","AGE60-64","BTSX","404900","404900.00000","","",""
"LIFE_0000000033","PUBLISHED","2012","WPR","AGE60-64","MLE","417686.8","417686.80000","","",""
"LIFE_0000000029","PUBLISHED","2000","WPR","AGE1-4","MLE","0.001885","0.00189","","",""
"LIFE_0000000029","PUBLISHED","1990","WPR","AGE40-44","FMLE","0.002335","0.00234","","",""
"LIFE_0000000031","PUBLISHED","2013","WPR","AGE100PLUS","BTSX","1166.2","1166.22400","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGE80-84","MLE","17527","17526.97000","","",""
"LIFE_0000000029","PUBLISHED","2013","WPR","AGE5-9","FMLE","0.000357","0.00036","","",""
"LIFE_0000000033","PUBLISHED","1990","WPR","AGE45-49","MLE","435195.4","435195.40000","","",""
"LIFE_0000000032","PUBLISHED","2012","WPR","AGE1-4","BTSX","272.9","272.88700","","",""
